865835744248d8d69d8a179adfc5d0e9f1910de2f4a700fd15e4e9f1240ff5b9,1,1,1,1,0,0,0,0,0,
c47c530c-a8f1-4e89-b60a-437ebc56ad72,1,1,1,1,0,0,0,0,0,
5a635187-9b19-4f60-a8df-1bba8017a7b1,1,1,1,1,0,0,0,0,0,
7c31ee7e-ac55-4c0e-973d-012557ec17db,1,1,1,1,0,0,0,0,0,
c8eb292e-4386-4e07-bb1a-6d192489bb3d,1,1,1,1,0,0,0,0,0,
7217a940-caab-487e-8403-61a2e9d96892,1,1,1,1,0,0,0,0,0,
31f1dbd1-d070-48e0-9b94-e41fde9e1b2f,1,1,1,1,0,0,0,0,0,
a78edd8e-e780-4f17-b699-d9654eb695d9,1,1,1,1,0,0,0,0,0,
18baaedc-c260-4ac1-b2f7-0c722edbad8c,1,1,1,1,0,0,0,0,0,
28fafcfd-9edb-41d5-932e-fa2be54d7faf,1,1,1,1,0,0,0,0,0,
